Player,Year,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Paul Arizin*,1956,SF,27.0,PHW,72.0,0.0,2724.0,617.0,1378.0,0.44799999999999995,0.0,0.0,0.0,617.0,1378.0,0.44799999999999995,0.44799999999999995,507.0,626.0,0.81,0.0,0.0,539.0,189.0,0.0,0.0,0.0,282.0,1741.0
Jesse Arnelle,1956,PF,22.0,FTW,31.0,0.0,409.0,52.0,164.0,0.317,0.0,0.0,0.0,52.0,164.0,0.317,0.317,43.0,69.0,0.623,0.0,0.0,170.0,18.0,0.0,0.0,0.0,60.0,147.0
Dick Atha,1956,SG,24.0,NYK,25.0,0.0,288.0,36.0,88.0,0.409,0.0,0.0,0.0,36.0,88.0,0.409,0.409,21.0,27.0,0.778,0.0,0.0,42.0,32.0,0.0,0.0,0.0,39.0,93.0
Jim Baechtold,1956,SF,28.0,NYK,70.0,0.0,1738.0,268.0,695.0,0.386,0.0,0.0,0.0,268.0,695.0,0.386,0.386,233.0,291.0,0.8009999999999999,0.0,0.0,220.0,163.0,0.0,0.0,0.0,156.0,769.0
Ernie Barrett,1956,SG,26.0,BOS,72.0,0.0,1451.0,207.0,533.0,0.38799999999999996,0.0,0.0,0.0,207.0,533.0,0.38799999999999996,0.38799999999999996,93.0,118.0,0.7879999999999999,0.0,0.0,243.0,174.0,0.0,0.0,0.0,184.0,507.0
Ernie Beck,1956,SG,24.0,PHW,67.0,0.0,1007.0,136.0,351.0,0.387,0.0,0.0,0.0,136.0,351.0,0.387,0.387,76.0,106.0,0.7170000000000001,0.0,0.0,196.0,79.0,0.0,0.0,0.0,86.0,348.0
Don Bielke,1956,C,23.0,FTW,7.0,0.0,38.0,5.0,9.0,0.556,0.0,0.0,0.0,5.0,9.0,0.556,0.556,4.0,7.0,0.5710000000000001,0.0,0.0,9.0,1.0,0.0,0.0,0.0,9.0,14.0
Carl Braun*,1956,SG,28.0,NYK,72.0,0.0,2316.0,396.0,1064.0,0.37200000000000005,0.0,0.0,0.0,396.0,1064.0,0.37200000000000005,0.37200000000000005,320.0,382.0,0.838,0.0,0.0,259.0,298.0,0.0,0.0,0.0,215.0,1112.0
Frankie Brian,1956,PG,32.0,FTW,37.0,0.0,680.0,78.0,263.0,0.297,0.0,0.0,0.0,78.0,263.0,0.297,0.297,72.0,88.0,0.818,0.0,0.0,88.0,74.0,0.0,0.0,0.0,62.0,228.0
Nat Clifton*,1956,PF,33.0,NYK,64.0,0.0,1537.0,213.0,541.0,0.39399999999999996,0.0,0.0,0.0,213.0,541.0,0.39399999999999996,0.39399999999999996,135.0,191.0,0.7070000000000001,0.0,0.0,386.0,151.0,0.0,0.0,0.0,189.0,561.0
