Player,Year,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Paul Arizin*,1952,SF,23.0,PHW,66.0,0.0,44.5,8.3,18.5,0.44799999999999995,0.0,0.0,0.0,8.3,18.5,0.44799999999999995,0.44799999999999995,8.8,10.7,0.818,0.0,0.0,11.3,2.6,0.0,0.0,0.0,3.8,25.4
Cliff Barker,1952,SG,31.0,INO,44.0,0.0,11.2,1.1,3.7,0.298,0.0,0.0,0.0,1.1,3.7,0.298,0.298,0.7,1.2,0.588,0.0,0.0,1.8,1.6,0.0,0.0,0.0,1.3,2.9
Don Barksdale*,1952,PF,28.0,BLB,62.0,0.0,32.5,4.4,13.0,0.33799999999999997,0.0,0.0,0.0,4.4,13.0,0.33799999999999997,0.33799999999999997,3.8,5.5,0.691,0.0,0.0,9.7,2.2,0.0,0.0,0.0,3.7,12.6
Leo Barnhorst,1952,SF,27.0,INO,66.0,0.0,35.5,5.3,13.6,0.389,0.0,0.0,0.0,5.3,13.6,0.389,0.389,1.8,2.8,0.652,0.0,0.0,6.5,3.9,0.0,0.0,0.0,3.0,12.4
Elmer Behnke,1952,C,22.0,MLH,4.0,0.0,13.8,1.5,5.5,0.273,0.0,0.0,0.0,1.5,5.5,0.273,0.273,1.0,1.8,0.5710000000000001,0.0,0.0,4.3,1.0,0.0,0.0,0.0,3.3,4.0
Charlie Black,1952,F-C,30.0,MLH,13.0,0.0,9.0,0.5,2.4,0.19399999999999998,0.0,0.0,0.0,0.5,2.4,0.19399999999999998,0.19399999999999998,0.4,0.9,0.41700000000000004,0.0,0.0,2.4,0.7,0.0,0.0,0.0,2.4,1.3
Nelson Bobb,1952,PG,27.0,PHW,62.0,0.0,19.2,1.8,4.9,0.359,0.0,0.0,0.0,1.8,4.9,0.359,0.359,1.6,2.7,0.593,0.0,0.0,2.4,2.7,0.0,0.0,0.0,2.9,5.1
Vince Boryla,1952,SF,24.0,NYK,42.0,0.0,34.3,4.8,12.4,0.387,0.0,0.0,0.0,4.8,12.4,0.387,0.387,2.3,2.7,0.835,0.0,0.0,5.2,2.1,0.0,0.0,0.0,2.9,11.9
Don Boven,1952,SG,26.0,MLH,66.0,0.0,30.0,3.0,10.1,0.299,0.0,0.0,0.0,3.0,10.1,0.299,0.299,3.9,5.3,0.731,0.0,0.0,5.1,2.7,0.0,0.0,0.0,4.1,9.9
Bob Brannum,1952,PF,25.0,BOS,66.0,0.0,20.1,2.3,6.1,0.369,0.0,0.0,0.0,2.3,6.1,0.369,0.369,1.6,2.6,0.626,0.0,0.0,6.2,1.2,0.0,0.0,0.0,3.6,6.1
Frankie Brian,1952,SG,28.0,FTW,66.0,0.0,40.5,5.2,14.7,0.35200000000000004,0.0,0.0,0.0,5.2,14.7,0.35200000000000004,0.35200000000000004,5.6,6.6,0.848,0.0,0.0,3.5,3.5,0.0,0.0,0.0,3.3,15.9
Stan Brown,1952,F,22.0,PHW,15.0,0.0,9.4,1.5,4.2,0.349,0.0,0.0,0.0,1.5,4.2,0.349,0.349,0.7,1.2,0.556,0.0,0.0,1.1,0.6,0.0,0.0,0.0,2.1,3.6
Walt Budko,1952,PF,26.0,PHW,63.0,0.0,17.9,1.5,3.8,0.40399999999999997,0.0,0.0,0.0,1.5,3.8,0.40399999999999997,0.40399999999999997,1.0,1.4,0.674,0.0,0.0,3.7,1.4,0.0,0.0,0.0,3.1,4.0
Art Burris,1952,SF,27.0,TOT,41.0,0.0,12.5,1.0,3.8,0.26899999999999996,0.0,0.0,0.0,1.0,3.8,0.26899999999999996,0.26899999999999996,0.6,1.0,0.667,0.0,0.0,2.4,0.7,0.0,0.0,0.0,1.7,2.7
Art Burris,1952,SF,27.0,FTW,29.0,0.0,8.4,0.6,2.6,0.24,0.0,0.0,0.0,0.6,2.6,0.24,0.24,0.2,0.4,0.583,0.0,0.0,1.7,0.4,0.0,0.0,0.0,1.3,1.5
Art Burris,1952,SF,27.0,MLH,12.0,0.0,22.4,2.0,6.8,0.29600000000000004,0.0,0.0,0.0,2.0,6.8,0.29600000000000004,0.29600000000000004,1.6,2.3,0.7040000000000001,0.0,0.0,4.2,1.3,0.0,0.0,0.0,2.5,5.6
Gerry Calabrese,1952,SG,26.0,SYR,58.0,0.0,16.2,1.9,5.5,0.344,0.0,0.0,0.0,1.9,5.5,0.344,0.344,1.3,1.8,0.7090000000000001,0.0,0.0,1.4,1.4,0.0,0.0,0.0,1.8,5.0
Bill Calhoun,1952,SG,24.0,BLB,55.0,0.0,29.0,2.3,7.4,0.315,0.0,0.0,0.0,2.3,7.4,0.315,0.315,2.3,3.3,0.6829999999999999,0.0,0.0,4.6,2.1,0.0,0.0,0.0,1.5,7.0
Al Cervi*,1952,PG,34.0,SYR,55.0,0.0,15.5,1.8,5.1,0.354,0.0,0.0,0.0,1.8,5.1,0.354,0.354,4.0,4.5,0.883,0.0,0.0,1.6,2.7,0.0,0.0,0.0,3.2,7.6
Cal Christensen,1952,SF,24.0,MLH,24.0,0.0,15.6,1.2,4.0,0.302,0.0,0.0,0.0,1.2,4.0,0.302,0.302,1.3,2.4,0.526,0.0,0.0,3.4,1.4,0.0,0.0,0.0,2.0,3.7
Nat Clifton*,1952,PF,29.0,NYK,62.0,0.0,33.9,3.9,11.8,0.335,0.0,0.0,0.0,3.9,11.8,0.335,0.335,2.7,4.1,0.664,0.0,0.0,11.8,3.4,0.0,0.0,0.0,3.7,10.6
Bill Closs,1952,SF,30.0,FTW,57.0,0.0,19.6,2.1,6.8,0.308,0.0,0.0,0.0,2.1,6.8,0.308,0.308,1.9,2.8,0.682,0.0,0.0,3.6,1.3,0.0,0.0,0.0,2.2,6.1
Jack Coleman,1952,PF,27.0,ROC,66.0,0.0,39.5,4.7,11.2,0.415,0.0,0.0,0.0,4.7,11.2,0.415,0.415,1.8,2.6,0.71,0.0,0.0,10.5,3.2,0.0,0.0,0.0,3.3,11.2
Chuck Cooper*,1952,SF,25.0,BOS,66.0,0.0,29.9,3.0,8.3,0.361,0.0,0.0,0.0,3.0,8.3,0.361,0.361,2.3,3.0,0.741,0.0,0.0,7.6,2.0,0.0,0.0,0.0,3.3,8.2
Bob Cousy*,1952,PG,23.0,BOS,66.0,0.0,40.6,7.8,21.0,0.369,0.0,0.0,0.0,7.8,21.0,0.369,0.369,6.2,7.7,0.8079999999999999,0.0,0.0,6.4,6.7,0.0,0.0,0.0,2.9,21.7
Dillard Crocker,1952,PF,27.0,TOT,38.0,0.0,20.6,2.6,7.3,0.35100000000000003,0.0,0.0,0.0,2.6,7.3,0.35100000000000003,0.35100000000000003,2.6,3.8,0.669,0.0,0.0,2.9,1.5,0.0,0.0,0.0,3.5,7.7
Dillard Crocker,1952,PF,27.0,INO,6.0,0.0,3.8,0.3,0.8,0.4,0.0,0.0,0.0,0.3,0.8,0.4,0.4,0.8,1.0,0.833,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.5
Dillard Crocker,1952,PF,27.0,MLH,32.0,0.0,23.8,3.0,8.6,0.35,0.0,0.0,0.0,3.0,8.6,0.35,0.35,2.9,4.3,0.662,0.0,0.0,3.4,1.8,0.0,0.0,0.0,3.9,8.9
Ed Dahler,1952,F,26.0,PHW,14.0,0.0,8.0,1.0,2.7,0.368,0.0,0.0,0.0,1.0,2.7,0.368,0.368,0.5,0.5,1.0,0.0,0.0,1.6,0.4,0.0,0.0,0.0,1.1,2.5
Bob Davies*,1952,PG,32.0,ROC,65.0,0.0,36.8,5.8,15.2,0.38299999999999995,0.0,0.0,0.0,5.8,15.2,0.38299999999999995,0.38299999999999995,4.5,5.8,0.7759999999999999,0.0,0.0,2.9,6.0,0.0,0.0,0.0,4.1,16.2
Nate DeLong,1952,C,26.0,MLH,17.0,0.0,7.8,1.2,2.5,0.47600000000000003,0.0,0.0,0.0,1.2,2.5,0.47600000000000003,0.47600000000000003,1.4,2.1,0.6859999999999999,0.0,0.0,1.8,0.8,0.0,0.0,0.0,2.8,3.8
Dick Dickey,1952,PG,25.0,BOS,45.0,0.0,9.8,0.9,3.0,0.294,0.0,0.0,0.0,0.9,3.0,0.294,0.294,1.0,1.5,0.6809999999999999,0.0,0.0,1.8,1.1,0.0,0.0,0.0,1.8,2.8
Bob Donham,1952,SG,25.0,BOS,66.0,0.0,30.0,3.0,6.3,0.48700000000000004,0.0,0.0,0.0,3.0,6.3,0.48700000000000004,0.48700000000000004,2.3,4.4,0.509,0.0,0.0,5.0,3.5,0.0,0.0,0.0,3.4,8.3
Dike Eddleman,1952,SF,29.0,TOT,66.0,0.0,28.8,4.1,12.3,0.332,0.0,0.0,0.0,4.1,12.3,0.332,0.332,3.1,5.0,0.611,0.0,0.0,4.1,2.0,0.0,0.0,0.0,3.8,11.3
Dike Eddleman,1952,SF,29.0,MLH,50.0,0.0,32.3,4.5,14.0,0.324,0.0,0.0,0.0,4.5,14.0,0.324,0.324,3.7,5.9,0.631,0.0,0.0,4.6,2.2,0.0,0.0,0.0,3.9,12.8
Dike Eddleman,1952,SF,29.0,FTW,16.0,0.0,18.0,2.7,7.1,0.381,0.0,0.0,0.0,2.7,7.1,0.381,0.381,1.1,2.4,0.462,0.0,0.0,2.3,1.4,0.0,0.0,0.0,3.7,6.5
Jake Fendley,1952,SG,22.0,FTW,58.0,0.0,11.2,0.9,2.9,0.318,0.0,0.0,0.0,0.9,2.9,0.318,0.318,1.3,1.6,0.789,0.0,0.0,1.4,1.0,0.0,0.0,0.0,2.0,3.2
