Player,Year,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Alaa Abdelnaby,1995,PF,26.0,TOT,54.0,0.0,9.4,2.2,4.3,0.511,0.0,0.0,0.0,2.2,4.2,0.515,0.511,0.4,0.6,0.571,0.7,1.4,2.1,0.2,0.3,0.2,0.8,1.9,4.7
Alaa Abdelnaby,1995,PF,26.0,SAC,51.0,0.0,9.3,2.3,4.3,0.532,0.0,0.0,0.0,2.3,4.3,0.537,0.532,0.4,0.7,0.571,0.7,1.4,2.1,0.3,0.3,0.2,0.8,2.0,5.0
Alaa Abdelnaby,1995,PF,26.0,PHI,3.0,0.0,10.0,0.3,3.7,0.091,0.0,0.0,0.0,0.3,3.7,0.091,0.091,0.0,0.0,0.0,1.0,1.7,2.7,0.0,0.0,0.0,1.7,0.7,0.7
Mahmoud Abdul-Rauf,1995,PG,25.0,DEN,73.0,43.0,28.5,6.5,13.8,0.47,1.1,2.9,0.386,5.3,10.8,0.492,0.511,1.9,2.1,0.885,0.4,1.4,1.9,3.6,1.1,0.1,1.6,1.7,16.0
Michael Adams,1995,PG,32.0,CHH,29.0,0.0,15.3,2.3,5.1,0.453,1.0,2.8,0.358,1.3,2.3,0.567,0.551,0.9,1.0,0.833,0.2,0.8,1.0,3.3,0.8,0.0,0.9,1.4,6.5
Rafael Addison,1995,SF,30.0,DET,79.0,16.0,22.5,3.5,7.4,0.476,0.3,1.1,0.289,3.2,6.4,0.507,0.497,0.9,1.3,0.747,0.8,2.2,3.1,1.4,0.7,0.3,1.0,3.0,8.3
Danny Ainge,1995,SG,35.0,PHO,74.0,1.0,18.6,2.6,5.7,0.46,1.1,2.9,0.364,1.6,2.8,0.558,0.552,1.4,1.8,0.808,0.3,1.1,1.5,2.8,0.6,0.1,1.1,2.1,7.7
Victor Alexander,1995,C,25.0,GSW,50.0,29.0,24.7,4.6,8.9,0.515,0.1,0.5,0.24,4.5,8.4,0.531,0.521,0.7,1.2,0.6,1.7,4.1,5.8,1.2,0.6,0.6,1.5,2.9,10.0
Derrick Alston,1995,C,22.0,PHI,64.0,1.0,16.1,1.9,4.0,0.465,0.0,0.1,0.0,1.9,4.0,0.472,0.465,0.9,1.9,0.492,1.5,1.9,3.4,0.5,0.6,0.5,0.8,1.7,4.7
Greg Anderson,1995,PF,30.0,ATL,51.0,0.0,12.2,1.1,2.0,0.548,0.0,0.0,0.0,1.1,2.0,0.548,0.548,0.7,1.4,0.479,1.2,2.5,3.7,0.3,0.5,0.6,0.6,2.0,2.9
Kenny Anderson,1995,PG,24.0,NJN,72.0,70.0,37.3,5.7,14.3,0.399,1.3,4.1,0.33,4.4,10.2,0.426,0.446,4.8,5.8,0.841,1.0,2.5,3.5,9.4,1.4,0.2,3.1,2.6,17.6
