Player,Year,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Mahmoud Abdul-Rauf,2001,PG,31.0,VAN,41.0,0.0,11.9,2.9,6.0,0.488,0.1,0.3,0.28600000000000003,2.8,5.7,0.5,0.496,0.5,0.7,0.759,0.1,0.5,0.6,1.9,0.2,0.0,0.6,1.2,6.5
Tariq Abdul-Wahad,2001,SG,26.0,DEN,29.0,12.0,14.5,1.5,3.8,0.387,0.1,0.3,0.4,1.3,3.5,0.386,0.405,0.7,1.2,0.583,0.5,1.6,2.0,0.8,0.5,0.4,1.2,1.9,3.8
Shareef Abdur-Rahim,2001,SF,24.0,VAN,81.0,81.0,40.0,7.5,15.8,0.47200000000000003,0.1,0.8,0.188,7.3,15.0,0.48700000000000004,0.47700000000000004,5.5,6.6,0.8340000000000001,2.2,6.9,9.1,3.1,1.1,1.0,2.9,2.9,20.5
Cory Alexander,2001,PG,27.0,ORL,26.0,0.0,8.7,0.7,2.2,0.321,0.2,0.6,0.25,0.5,1.5,0.35,0.35700000000000004,0.5,0.7,0.667,0.0,1.0,1.0,1.4,0.6,0.0,1.0,1.1,2.0
Courtney Alexander,2001,PG,23.0,TOT,65.0,24.0,21.3,3.7,8.8,0.41700000000000004,0.3,0.7,0.37,3.4,8.1,0.42100000000000004,0.43200000000000005,1.9,2.3,0.82,0.6,1.6,2.2,1.0,0.7,0.1,1.2,2.1,9.5
Courtney Alexander,2001,PG,23.0,DAL,38.0,6.0,12.4,1.6,4.7,0.348,0.1,0.3,0.3,1.6,4.4,0.35100000000000003,0.35700000000000004,0.9,1.2,0.733,0.5,1.1,1.7,0.6,0.4,0.1,0.6,2.0,4.2
Courtney Alexander,2001,PG,23.0,WAS,27.0,18.0,33.7,6.6,14.6,0.44799999999999995,0.5,1.3,0.389,6.0,13.3,0.45399999999999996,0.466,3.3,3.9,0.857,0.8,2.1,3.0,1.5,1.1,0.1,2.0,2.3,17.0
Ray Allen*,2001,SG,25.0,MIL,82.0,82.0,38.2,7.7,16.0,0.48,2.5,5.7,0.433,5.2,10.3,0.506,0.557,4.2,4.8,0.888,1.2,4.0,5.2,4.6,1.5,0.2,2.5,2.3,22.0
Rafer Alston,2001,PG,24.0,MIL,37.0,2.0,7.8,0.8,2.3,0.35700000000000004,0.2,0.8,0.267,0.6,1.5,0.40700000000000003,0.405,0.2,0.4,0.6920000000000001,0.1,0.7,0.8,1.8,0.4,0.0,0.5,0.7,2.1
John Amaechi,2001,C,30.0,ORL,82.0,36.0,20.9,2.9,7.2,0.4,0.0,0.1,0.0,2.9,7.1,0.405,0.4,2.1,3.4,0.631,0.9,2.3,3.3,0.9,0.3,0.4,1.5,2.1,7.9
Derek Anderson,2001,SG,26.0,SAS,82.0,82.0,34.9,5.0,12.1,0.41600000000000004,1.2,3.1,0.39899999999999997,3.8,9.0,0.42200000000000004,0.467,4.2,4.9,0.851,0.9,3.5,4.4,3.7,1.5,0.2,2.0,2.3,15.5
Kenny Anderson,2001,PG,30.0,BOS,33.0,28.0,25.7,2.7,6.9,0.38799999999999996,0.3,1.0,0.33299999999999996,2.3,5.9,0.397,0.41200000000000003,1.8,2.2,0.831,0.5,1.7,2.2,4.1,1.3,0.1,1.6,1.9,7.5
Nick Anderson,2001,SG,33.0,SAC,21.0,0.0,8.0,0.7,2.7,0.24600000000000002,0.5,1.9,0.256,0.2,0.9,0.222,0.33299999999999996,0.0,0.0,0.0,0.1,1.0,1.2,0.6,0.5,0.2,0.3,0.6,1.8
Shandon Anderson,2001,SG,27.0,HOU,82.0,82.0,29.2,3.2,7.2,0.446,0.6,2.1,0.271,2.6,5.1,0.517,0.485,1.7,2.3,0.7340000000000001,0.9,3.2,4.1,2.3,1.0,0.5,1.6,2.5,8.7
Greg Anthony,2001,PG,33.0,POR,58.0,0.0,14.8,1.7,4.4,0.38299999999999995,1.1,2.7,0.409,0.6,1.6,0.34,0.512,0.4,0.6,0.657,0.4,0.7,1.1,1.4,0.7,0.1,0.7,1.1,4.9
Darrell Armstrong,2001,PG,32.0,ORL,75.0,75.0,36.9,5.5,13.4,0.41200000000000003,1.9,5.4,0.355,3.6,8.0,0.451,0.484,2.9,3.3,0.884,1.3,3.3,4.6,7.0,1.8,0.2,2.7,2.1,15.9
Chucky Atkins,2001,PG,26.0,DET,81.0,75.0,29.2,4.7,11.8,0.39899999999999997,1.5,4.2,0.35700000000000004,3.2,7.6,0.423,0.46299999999999997,1.1,1.6,0.6920000000000001,0.3,1.8,2.1,4.1,0.8,0.1,1.8,2.3,12.0
Stacey Augmon,2001,SG,32.0,POR,66.0,23.0,17.9,1.9,4.0,0.47700000000000004,0.0,0.1,0.0,1.9,4.0,0.485,0.47700000000000004,0.9,1.3,0.655,0.9,1.5,2.4,1.5,0.7,0.3,0.7,1.6,4.7
Isaac Austin,2001,C,31.0,VAN,52.0,16.0,16.3,1.8,5.2,0.35600000000000004,0.1,0.5,0.25,1.7,4.7,0.366,0.36700000000000005,0.5,0.8,0.7,1.0,3.3,4.3,1.1,0.4,0.4,1.0,1.8,4.3
