Player,Year,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Al Attles*,1963,PG,26.0,SFW,71.0,0.0,1876.0,301.0,630.0,0.478,0.0,0.0,0.0,301.0,630.0,0.478,0.478,133.0,206.0,0.646,0.0,0.0,205.0,184.0,0.0,0.0,0.0,253.0,735.0
Dick Barnett,1963,SG,26.0,LAL,80.0,0.0,2544.0,547.0,1162.0,0.471,0.0,0.0,0.0,547.0,1162.0,0.471,0.471,343.0,421.0,0.815,0.0,0.0,242.0,224.0,0.0,0.0,0.0,189.0,1437.0
John Barnhill,1963,SG,24.0,STL,77.0,0.0,2692.0,360.0,838.0,0.43,0.0,0.0,0.0,360.0,838.0,0.43,0.43,181.0,255.0,0.71,0.0,0.0,359.0,322.0,0.0,0.0,0.0,168.0,901.0
Elgin Baylor*,1963,SF,28.0,LAL,80.0,0.0,3370.0,1029.0,2273.0,0.453,0.0,0.0,0.0,1029.0,2273.0,0.453,0.453,661.0,790.0,0.837,0.0,0.0,1146.0,386.0,0.0,0.0,0.0,226.0,2719.0
Zelmo Beaty*,1963,C,23.0,STL,80.0,0.0,1918.0,297.0,677.0,0.439,0.0,0.0,0.0,297.0,677.0,0.439,0.439,220.0,307.0,0.717,0.0,0.0,665.0,85.0,0.0,0.0,0.0,312.0,814.0
Walt Bellamy*,1963,C,23.0,CHZ,80.0,0.0,3306.0,840.0,1595.0,0.527,0.0,0.0,0.0,840.0,1595.0,0.527,0.527,553.0,821.0,0.674,0.0,0.0,1309.0,233.0,0.0,0.0,0.0,283.0,2233.0
Al Bianchi,1963,SG,30.0,SYR,61.0,0.0,1159.0,202.0,476.0,0.424,0.0,0.0,0.0,202.0,476.0,0.424,0.424,120.0,164.0,0.732,0.0,0.0,134.0,170.0,0.0,0.0,0.0,165.0,524.0
Bucky Bockhorn,1963,SG,29.0,CIN,80.0,0.0,2612.0,375.0,954.0,0.393,0.0,0.0,0.0,375.0,954.0,0.393,0.393,183.0,242.0,0.756,0.0,0.0,322.0,261.0,0.0,0.0,0.0,260.0,933.0
Bob Boozer,1963,PF,25.0,CIN,79.0,0.0,2488.0,440.0,992.0,0.444,0.0,0.0,0.0,440.0,992.0,0.444,0.444,252.0,353.0,0.714,0.0,0.0,878.0,102.0,0.0,0.0,0.0,299.0,1132.0
Bill Bridges,1963,PF,23.0,STL,27.0,0.0,374.0,66.0,160.0,0.413,0.0,0.0,0.0,66.0,160.0,0.413,0.413,32.0,51.0,0.627,0.0,0.0,144.0,23.0,0.0,0.0,0.0,58.0,164.0
Joe Buckhalter,1963,PF,25.0,CIN,2.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0
Cleveland Buckner,1963,PF,24.0,NYK,6.0,0.0,27.0,5.0,10.0,0.5,0.0,0.0,0.0,5.0,10.0,0.5,0.5,2.0,4.0,0.5,0.0,0.0,4.0,5.0,0.0,0.0,0.0,6.0,12.0
Dave Budd,1963,SF,24.0,NYK,78.0,0.0,1725.0,294.0,596.0,0.493,0.0,0.0,0.0,294.0,596.0,0.493,0.493,151.0,202.0,0.748,0.0,0.0,395.0,87.0,0.0,0.0,0.0,204.0,739.0
Donnie Butcher,1963,SG,26.0,NYK,68.0,0.0,1193.0,172.0,424.0,0.406,0.0,0.0,0.0,172.0,424.0,0.406,0.406,131.0,194.0,0.675,0.0,0.0,180.0,138.0,0.0,0.0,0.0,164.0,475.0
Al Butler,1963,PG,24.0,NYK,74.0,0.0,1488.0,297.0,676.0,0.439,0.0,0.0,0.0,297.0,676.0,0.439,0.439,144.0,187.0,0.77,0.0,0.0,170.0,156.0,0.0,0.0,0.0,145.0,738.0
Barney Cable,1963,SF,27.0,TOT,61.0,0.0,1203.0,173.0,380.0,0.455,0.0,0.0,0.0,173.0,380.0,0.455,0.455,62.0,96.0,0.646,0.0,0.0,238.0,83.0,0.0,0.0,0.0,135.0,408.0
Barney Cable,1963,SF,27.0,STL,42.0,0.0,662.0,107.0,216.0,0.495,0.0,0.0,0.0,107.0,216.0,0.495,0.495,41.0,63.0,0.651,0.0,0.0,129.0,42.0,0.0,0.0,0.0,86.0,255.0
Barney Cable,1963,SF,27.0,CHZ,19.0,0.0,541.0,66.0,164.0,0.402,0.0,0.0,0.0,66.0,164.0,0.402,0.402,21.0,33.0,0.636,0.0,0.0,109.0,41.0,0.0,0.0,0.0,49.0,153.0
Wilt Chamberlain*,1963,C,26.0,SFW,80.0,0.0,3806.0,1463.0,2770.0,0.528,0.0,0.0,0.0,1463.0,2770.0,0.528,0.528,660.0,1113.0,0.593,0.0,0.0,1946.0,275.0,0.0,0.0,0.0,136.0,3586.0
Len Chappell,1963,PF,22.0,SYR,80.0,0.0,1241.0,281.0,604.0,0.465,0.0,0.0,0.0,281.0,604.0,0.465,0.465,148.0,238.0,0.622,0.0,0.0,461.0,56.0,0.0,0.0,0.0,171.0,710.0
Gene Conley,1963,PF,32.0,NYK,70.0,0.0,1544.0,254.0,651.0,0.39,0.0,0.0,0.0,254.0,651.0,0.39,0.39,122.0,186.0,0.656,0.0,0.0,469.0,70.0,0.0,0.0,0.0,263.0,630.0
Larry Costello,1963,PG,31.0,SYR,78.0,0.0,2066.0,285.0,660.0,0.432,0.0,0.0,0.0,285.0,660.0,0.432,0.432,288.0,327.0,0.881,0.0,0.0,237.0,334.0,0.0,0.0,0.0,263.0,858.0
Bob Cousy*,1963,PG,34.0,BOS,76.0,0.0,1975.0,392.0,988.0,0.397,0.0,0.0,0.0,392.0,988.0,0.397,0.397,219.0,298.0,0.735,0.0,0.0,193.0,515.0,0.0,0.0,0.0,175.0,1003.0
Johnny Cox,1963,SG,26.0,CHZ,73.0,0.0,1685.0,239.0,568.0,0.421,0.0,0.0,0.0,239.0,568.0,0.421,0.421,95.0,135.0,0.704,0.0,0.0,280.0,142.0,0.0,0.0,0.0,149.0,573.0
Dave DeBusschere*,1963,SF,22.0,DET,80.0,0.0,2352.0,406.0,944.0,0.43,0.0,0.0,0.0,406.0,944.0,0.43,0.43,206.0,287.0,0.718,0.0,0.0,694.0,207.0,0.0,0.0,0.0,247.0,1018.0
Terry Dischinger,1963,SF,22.0,CHZ,57.0,0.0,2294.0,525.0,1026.0,0.512,0.0,0.0,0.0,525.0,1026.0,0.512,0.512,402.0,522.0,0.77,0.0,0.0,458.0,175.0,0.0,0.0,0.0,188.0,1452.0
Danny Doyle,1963,PF,22.0,DET,4.0,0.0,25.0,6.0,12.0,0.5,0.0,0.0,0.0,6.0,12.0,0.5,0.5,4.0,5.0,0.8,0.0,0.0,8.0,3.0,0.0,0.0,0.0,4.0,16.0
Bob Duffy,1963,PG,22.0,STL,42.0,0.0,435.0,66.0,174.0,0.379,0.0,0.0,0.0,66.0,174.0,0.379,0.379,22.0,39.0,0.564,0.0,0.0,39.0,83.0,0.0,0.0,0.0,42.0,154.0
Walter Dukes,1963,C,32.0,DET,62.0,0.0,913.0,83.0,255.0,0.325,0.0,0.0,0.0,83.0,255.0,0.325,0.325,101.0,137.0,0.737,0.0,0.0,360.0,55.0,0.0,0.0,0.0,183.0,267.0
Johnny Egan,1963,PG,24.0,DET,46.0,0.0,752.0,110.0,296.0,0.372,0.0,0.0,0.0,110.0,296.0,0.372,0.372,53.0,69.0,0.768,0.0,0.0,59.0,114.0,0.0,0.0,0.0,70.0,273.0
Leroy Ellis,1963,C,22.0,LAL,80.0,0.0,1628.0,222.0,530.0,0.419,0.0,0.0,0.0,222.0,530.0,0.419,0.419,133.0,202.0,0.658,0.0,0.0,518.0,46.0,0.0,0.0,0.0,194.0,577.0
Wayne Embry*,1963,C,25.0,CIN,76.0,0.0,2511.0,534.0,1165.0,0.458,0.0,0.0,0.0,534.0,1165.0,0.458,0.458,343.0,514.0,0.667,0.0,0.0,936.0,177.0,0.0,0.0,0.0,286.0,1411.0
Mike Farmer,1963,SF,26.0,STL,80.0,0.0,1724.0,239.0,562.0,0.425,0.0,0.0,0.0,239.0,562.0,0.425,0.425,117.0,139.0,0.842,0.0,0.0,369.0,143.0,0.0,0.0,0.0,155.0,595.0
Dave Fedor,1963,F,22.0,SFW,7.0,0.0,27.0,3.0,10.0,0.3,0.0,0.0,0.0,3.0,10.0,0.3,0.3,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,4.0,6.0
Al Ferrari,1963,G-F,29.0,CHZ,18.0,0.0,138.0,12.0,37.0,0.324,0.0,0.0,0.0,12.0,37.0,0.324,0.324,14.0,17.0,0.824,0.0,0.0,12.0,14.0,0.0,0.0,0.0,21.0,38.0
Bob Ferry,1963,C,25.0,DET,79.0,0.0,2479.0,426.0,984.0,0.433,0.0,0.0,0.0,426.0,984.0,0.433,0.433,220.0,339.0,0.649,0.0,0.0,537.0,170.0,0.0,0.0,0.0,246.0,1072.0
Jack Foley,1963,F,23.0,TOT,11.0,0.0,83.0,20.0,51.0,0.392,0.0,0.0,0.0,20.0,51.0,0.392,0.392,13.0,15.0,0.867,0.0,0.0,16.0,5.0,0.0,0.0,0.0,8.0,53.0
Jack Foley,1963,F,23.0,BOS,5.0,0.0,46.0,13.0,26.0,0.5,0.0,0.0,0.0,13.0,26.0,0.5,0.5,6.0,8.0,0.75,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,32.0
Jack Foley,1963,F,23.0,NYK,6.0,0.0,37.0,7.0,25.0,0.28,0.0,0.0,0.0,7.0,25.0,0.28,0.28,7.0,7.0,1.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,5.0,21.0
Dave Gambee,1963,SF,25.0,SYR,60.0,0.0,1234.0,235.0,537.0,0.438,0.0,0.0,0.0,235.0,537.0,0.438,0.438,199.0,238.0,0.836,0.0,0.0,289.0,48.0,0.0,0.0,0.0,190.0,669.0
Tom Gola*,1963,SF-SG,30.0,TOT,73.0,0.0,2670.0,363.0,791.0,0.459,0.0,0.0,0.0,363.0,791.0,0.459,0.459,170.0,219.0,0.776,0.0,0.0,517.0,298.0,0.0,0.0,0.0,295.0,896.0
Tom Gola*,1963,SG,30.0,SFW,21.0,0.0,822.0,111.0,243.0,0.457,0.0,0.0,0.0,111.0,243.0,0.457,0.457,50.0,66.0,0.758,0.0,0.0,148.0,73.0,0.0,0.0,0.0,93.0,272.0
Tom Gola*,1963,SF,30.0,NYK,52.0,0.0,1848.0,252.0,548.0,0.46,0.0,0.0,0.0,252.0,548.0,0.46,0.46,120.0,153.0,0.784,0.0,0.0,369.0,225.0,0.0,0.0,0.0,202.0,624.0
Johnny Green,1963,PF,29.0,NYK,80.0,0.0,2553.0,582.0,1261.0,0.462,0.0,0.0,0.0,582.0,1261.0,0.462,0.462,280.0,439.0,0.638,0.0,0.0,964.0,152.0,0.0,0.0,0.0,243.0,1444.0
Si Green,1963,PG,29.0,CHZ,73.0,0.0,2648.0,322.0,783.0,0.411,0.0,0.0,0.0,322.0,783.0,0.411,0.411,209.0,306.0,0.683,0.0,0.0,335.0,422.0,0.0,0.0,0.0,274.0,853.0
Hal Greer*,1963,SG,26.0,SYR,80.0,0.0,2631.0,600.0,1293.0,0.464,0.0,0.0,0.0,600.0,1293.0,0.464,0.464,362.0,434.0,0.834,0.0,0.0,457.0,275.0,0.0,0.0,0.0,286.0,1562.0
Gene Guarilia,1963,SF,25.0,BOS,11.0,0.0,83.0,11.0,38.0,0.289,0.0,0.0,0.0,11.0,38.0,0.289,0.289,4.0,11.0,0.364,0.0,0.0,14.0,2.0,0.0,0.0,0.0,5.0,26.0
Richie Guerin*,1963,SG,30.0,NYK,79.0,0.0,2712.0,596.0,1380.0,0.432,0.0,0.0,0.0,596.0,1380.0,0.432,0.432,509.0,600.0,0.848,0.0,0.0,331.0,348.0,0.0,0.0,0.0,228.0,1701.0
Dave Gunther,1963,F,25.0,SFW,1.0,0.0,5.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0
Cliff Hagan*,1963,SF,31.0,STL,79.0,0.0,1716.0,491.0,1055.0,0.465,0.0,0.0,0.0,491.0,1055.0,0.465,0.465,244.0,305.0,0.8,0.0,0.0,341.0,193.0,0.0,0.0,0.0,211.0,1226.0
