Player,Year,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zaid Abdul-Aziz,1978,PF-C,31.0,TOT,16.0,0.0,158.0,23.0,60.0,0.383,0.0,0.0,0.0,23.0,60.0,0.383,0.383,17.0,23.0,0.739,19.0,31.0,50.0,10.0,3.0,3.0,14.0,29.0,63.0
Zaid Abdul-Aziz,1978,C,31.0,BOS,2.0,0.0,24.0,3.0,13.0,0.231,0.0,0.0,0.0,3.0,13.0,0.231,0.231,2.0,3.0,0.667,6.0,9.0,15.0,3.0,1.0,1.0,3.0,4.0,8.0
Zaid Abdul-Aziz,1978,PF,31.0,HOU,14.0,0.0,134.0,20.0,47.0,0.426,0.0,0.0,0.0,20.0,47.0,0.426,0.426,15.0,20.0,0.75,13.0,22.0,35.0,7.0,2.0,2.0,11.0,25.0,55.0
Kareem Abdul-Jabbar*,1978,C,30.0,LAL,62.0,0.0,2265.0,663.0,1205.0,0.55,0.0,0.0,0.0,663.0,1205.0,0.55,0.55,274.0,350.0,0.783,186.0,615.0,801.0,269.0,103.0,185.0,208.0,182.0,1600.0
Tom Abernethy,1978,SF,23.0,LAL,73.0,0.0,1317.0,201.0,404.0,0.498,0.0,0.0,0.0,201.0,404.0,0.498,0.498,91.0,111.0,0.82,105.0,160.0,265.0,101.0,55.0,22.0,50.0,122.0,493.0
Alvan Adams,1978,C,23.0,PHO,70.0,0.0,1914.0,434.0,895.0,0.485,0.0,0.0,0.0,434.0,895.0,0.485,0.485,214.0,293.0,0.73,158.0,407.0,565.0,225.0,86.0,63.0,234.0,242.0,1082.0
Lucius Allen,1978,PG,30.0,KCK,77.0,0.0,2147.0,373.0,846.0,0.441,0.0,0.0,0.0,373.0,846.0,0.441,0.441,174.0,220.0,0.791,66.0,163.0,229.0,360.0,93.0,28.0,217.0,180.0,920.0
Jim Ard,1978,C,29.0,TOT,15.0,0.0,125.0,8.0,17.0,0.471,0.0,0.0,0.0,8.0,17.0,0.471,0.471,3.0,5.0,0.6,9.0,27.0,36.0,8.0,0.0,0.0,14.0,19.0,19.0
Jim Ard,1978,C,29.0,BOS,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0
Jim Ard,1978,C,29.0,CHI,14.0,0.0,116.0,8.0,16.0,0.5,0.0,0.0,0.0,8.0,16.0,0.5,0.5,2.0,3.0,0.667,8.0,24.0,32.0,7.0,0.0,0.0,14.0,18.0,18.0
Tate Armstrong,1978,SG,22.0,CHI,66.0,0.0,716.0,131.0,280.0,0.468,0.0,0.0,0.0,131.0,280.0,0.468,0.468,22.0,27.0,0.815,24.0,44.0,68.0,74.0,23.0,0.0,58.0,42.0,284.0
Bird Averitt,1978,SG,25.0,TOT,55.0,0.0,1085.0,198.0,484.0,0.409,0.0,0.0,0.0,198.0,484.0,0.409,0.409,100.0,141.0,0.709,17.0,66.0,83.0,196.0,39.0,9.0,143.0,123.0,496.0
Bird Averitt,1978,SG,25.0,NJN,21.0,0.0,409.0,69.0,188.0,0.367,0.0,0.0,0.0,69.0,188.0,0.367,0.367,36.0,45.0,0.8,7.0,26.0,33.0,68.0,17.0,1.0,55.0,37.0,174.0
Bird Averitt,1978,SG,25.0,BUF,34.0,0.0,676.0,129.0,296.0,0.436,0.0,0.0,0.0,129.0,296.0,0.436,0.436,64.0,96.0,0.667,10.0,40.0,50.0,128.0,22.0,8.0,88.0,86.0,322.0
Dennis Awtrey,1978,C,29.0,PHO,81.0,0.0,1623.0,112.0,264.0,0.424,0.0,0.0,0.0,112.0,264.0,0.424,0.424,69.0,109.0,0.633,97.0,205.0,302.0,163.0,19.0,25.0,127.0,153.0,293.0
