Player,Year,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zaid Abdul-Aziz,1971,C,24.0,SEA,61.0,0.0,1276.0,263.0,597.0,0.441,0.0,0.0,0.0,263.0,597.0,0.441,0.441,139.0,188.0,0.739,0.0,0.0,468.0,42.0,0.0,0.0,0.0,118.0,665.0
Kareem Abdul-Jabbar*,1971,C,23.0,MIL,82.0,0.0,3288.0,1063.0,1843.0,0.577,0.0,0.0,0.0,1063.0,1843.0,0.577,0.577,470.0,681.0,0.69,0.0,0.0,1311.0,272.0,0.0,0.0,0.0,264.0,2596.0
Don Adams,1971,SF,23.0,SDR,82.0,0.0,2374.0,391.0,957.0,0.409,0.0,0.0,0.0,391.0,957.0,0.409,0.409,155.0,212.0,0.731,0.0,0.0,581.0,173.0,0.0,0.0,0.0,344.0,937.0
Rick Adelman,1971,PG,24.0,POR,81.0,0.0,2303.0,378.0,895.0,0.422,0.0,0.0,0.0,378.0,895.0,0.422,0.422,267.0,369.0,0.724,0.0,0.0,282.0,380.0,0.0,0.0,0.0,214.0,1023.0
Lucius Allen,1971,PG,23.0,MIL,61.0,0.0,1162.0,178.0,398.0,0.447,0.0,0.0,0.0,178.0,398.0,0.447,0.447,77.0,110.0,0.7,0.0,0.0,152.0,161.0,0.0,0.0,0.0,108.0,433.0
Cliff Anderson,1971,SG,26.0,TOT,28.0,0.0,198.0,20.0,65.0,0.308,0.0,0.0,0.0,20.0,65.0,0.308,0.308,46.0,67.0,0.687,0.0,0.0,48.0,20.0,0.0,0.0,0.0,29.0,86.0
Cliff Anderson,1971,SG,26.0,CLE,23.0,0.0,171.0,19.0,59.0,0.322,0.0,0.0,0.0,19.0,59.0,0.322,0.322,41.0,60.0,0.683,0.0,0.0,37.0,16.0,0.0,0.0,0.0,22.0,79.0
Cliff Anderson,1971,SG,26.0,PHI,5.0,0.0,27.0,1.0,6.0,0.167,0.0,0.0,0.0,1.0,6.0,0.167,0.167,5.0,7.0,0.714,0.0,0.0,11.0,4.0,0.0,0.0,0.0,7.0,7.0
Tiny Archibald*,1971,PG,22.0,CIN,82.0,0.0,2867.0,486.0,1095.0,0.444,0.0,0.0,0.0,486.0,1095.0,0.444,0.444,336.0,444.0,0.757,0.0,0.0,242.0,450.0,0.0,0.0,0.0,218.0,1308.0
Bob Arnzen,1971,SF,23.0,CIN,55.0,0.0,594.0,128.0,277.0,0.462,0.0,0.0,0.0,128.0,277.0,0.462,0.462,45.0,52.0,0.865,0.0,0.0,152.0,24.0,0.0,0.0,0.0,54.0,301.0
Al Attles*,1971,PG,34.0,SFW,34.0,0.0,321.0,22.0,54.0,0.407,0.0,0.0,0.0,22.0,54.0,0.407,0.407,24.0,41.0,0.585,0.0,0.0,40.0,58.0,0.0,0.0,0.0,59.0,68.0
Dennis Awtrey,1971,C,22.0,PHI,70.0,0.0,1292.0,200.0,421.0,0.475,0.0,0.0,0.0,200.0,421.0,0.475,0.475,104.0,157.0,0.662,0.0,0.0,430.0,89.0,0.0,0.0,0.0,211.0,504.0
Jim Barnes,1971,PF,29.0,BAL,11.0,0.0,100.0,15.0,28.0,0.536,0.0,0.0,0.0,15.0,28.0,0.536,0.536,7.0,11.0,0.636,0.0,0.0,16.0,8.0,0.0,0.0,0.0,23.0,37.0
Dick Barnett,1971,SG,34.0,NYK,82.0,0.0,2843.0,540.0,1184.0,0.456,0.0,0.0,0.0,540.0,1184.0,0.456,0.456,193.0,278.0,0.694,0.0,0.0,238.0,225.0,0.0,0.0,0.0,232.0,1273.0
Jim Barnett,1971,SG,26.0,POR,78.0,0.0,2371.0,559.0,1283.0,0.436,0.0,0.0,0.0,559.0,1283.0,0.436,0.436,326.0,402.0,0.811,0.0,0.0,376.0,323.0,0.0,0.0,0.0,190.0,1444.0
Moe Barr,1971,G,26.0,CIN,31.0,0.0,145.0,25.0,62.0,0.403,0.0,0.0,0.0,25.0,62.0,0.403,0.403,11.0,13.0,0.846,0.0,0.0,20.0,28.0,0.0,0.0,0.0,27.0,61.0
Johnny Baum,1971,SF,24.0,CHI,62.0,0.0,543.0,123.0,293.0,0.42,0.0,0.0,0.0,123.0,293.0,0.42,0.42,40.0,58.0,0.69,0.0,0.0,125.0,31.0,0.0,0.0,0.0,55.0,286.0
Elgin Baylor*,1971,SF,36.0,LAL,2.0,0.0,57.0,8.0,19.0,0.421,0.0,0.0,0.0,8.0,19.0,0.421,0.421,4.0,6.0,0.667,0.0,0.0,11.0,2.0,0.0,0.0,0.0,6.0,20.0
Walt Bellamy*,1971,C,31.0,ATL,82.0,0.0,2908.0,433.0,879.0,0.493,0.0,0.0,0.0,433.0,879.0,0.493,0.493,336.0,556.0,0.604,0.0,0.0,1060.0,230.0,0.0,0.0,0.0,271.0,1202.0
Dave Bing*,1971,PG,27.0,DET,82.0,0.0,3065.0,799.0,1710.0,0.467,0.0,0.0,0.0,799.0,1710.0,0.467,0.467,615.0,772.0,0.797,0.0,0.0,364.0,408.0,0.0,0.0,0.0,228.0,2213.0
Tom Black,1971,C,29.0,TOT,71.0,0.0,873.0,121.0,301.0,0.402,0.0,0.0,0.0,121.0,301.0,0.402,0.402,57.0,88.0,0.648,0.0,0.0,259.0,44.0,0.0,0.0,0.0,136.0,299.0
Tom Black,1971,C,29.0,SEA,55.0,0.0,773.0,111.0,268.0,0.414,0.0,0.0,0.0,111.0,268.0,0.414,0.414,51.0,73.0,0.699,0.0,0.0,225.0,42.0,0.0,0.0,0.0,116.0,273.0
Tom Black,1971,C,29.0,CIN,16.0,0.0,100.0,10.0,33.0,0.303,0.0,0.0,0.0,10.0,33.0,0.303,0.303,6.0,15.0,0.4,0.0,0.0,34.0,2.0,0.0,0.0,0.0,20.0,26.0
John Block,1971,PF,26.0,SDR,73.0,0.0,1464.0,245.0,584.0,0.42,0.0,0.0,0.0,245.0,584.0,0.42,0.42,212.0,270.0,0.785,0.0,0.0,442.0,98.0,0.0,0.0,0.0,193.0,702.0
Tom Boerwinkle,1971,C,25.0,CHI,82.0,0.0,2370.0,357.0,736.0,0.485,0.0,0.0,0.0,357.0,736.0,0.485,0.485,168.0,232.0,0.724,0.0,0.0,1133.0,397.0,0.0,0.0,0.0,275.0,882.0
Bob Boozer,1971,PF,33.0,MIL,80.0,0.0,1775.0,290.0,645.0,0.45,0.0,0.0,0.0,290.0,645.0,0.45,0.45,148.0,181.0,0.818,0.0,0.0,435.0,128.0,0.0,0.0,0.0,216.0,728.0
Nate Bowman,1971,C,27.0,BUF,44.0,0.0,483.0,58.0,148.0,0.392,0.0,0.0,0.0,58.0,148.0,0.392,0.392,20.0,38.0,0.526,0.0,0.0,173.0,41.0,0.0,0.0,0.0,91.0,136.0
Bill Bradley*,1971,SF,27.0,NYK,78.0,0.0,2300.0,413.0,912.0,0.453,0.0,0.0,0.0,413.0,912.0,0.453,0.453,144.0,175.0,0.823,0.0,0.0,260.0,280.0,0.0,0.0,0.0,245.0,970.0
Bill Bridges,1971,PF,31.0,ATL,82.0,0.0,3140.0,382.0,834.0,0.458,0.0,0.0,0.0,382.0,834.0,0.458,0.458,211.0,330.0,0.639,0.0,0.0,1233.0,240.0,0.0,0.0,0.0,317.0,975.0
Em Bryant,1971,PG,32.0,BUF,73.0,0.0,2137.0,288.0,684.0,0.421,0.0,0.0,0.0,288.0,684.0,0.421,0.421,151.0,203.0,0.744,0.0,0.0,262.0,352.0,0.0,0.0,0.0,266.0,727.0
Fred Carter,1971,SG,25.0,BAL,77.0,0.0,1707.0,340.0,815.0,0.417,0.0,0.0,0.0,340.0,815.0,0.417,0.417,119.0,183.0,0.65,0.0,0.0,251.0,165.0,0.0,0.0,0.0,165.0,799.0
Wilt Chamberlain*,1971,C,34.0,LAL,82.0,0.0,3630.0,668.0,1226.0,0.545,0.0,0.0,0.0,668.0,1226.0,0.545,0.545,360.0,669.0,0.538,0.0,0.0,1493.0,352.0,0.0,0.0,0.0,174.0,1696.0
Jerry Chambers,1971,SF,27.0,ATL,65.0,0.0,1168.0,237.0,526.0,0.451,0.0,0.0,0.0,237.0,526.0,0.451,0.451,106.0,134.0,0.791,0.0,0.0,245.0,61.0,0.0,0.0,0.0,119.0,580.0
Don Chaney,1971,SG,24.0,BOS,81.0,0.0,2289.0,348.0,766.0,0.454,0.0,0.0,0.0,348.0,766.0,0.454,0.454,234.0,313.0,0.748,0.0,0.0,463.0,235.0,0.0,0.0,0.0,288.0,930.0
Len Chappell,1971,PF,30.0,TOT,48.0,0.0,537.0,86.0,199.0,0.432,0.0,0.0,0.0,86.0,199.0,0.432,0.432,71.0,88.0,0.807,0.0,0.0,151.0,17.0,0.0,0.0,0.0,72.0,243.0
Len Chappell,1971,F-C,30.0,CLE,6.0,0.0,86.0,15.0,38.0,0.395,0.0,0.0,0.0,15.0,38.0,0.395,0.395,11.0,14.0,0.786,0.0,0.0,18.0,1.0,0.0,0.0,0.0,9.0,41.0
Len Chappell,1971,PF,30.0,ATL,42.0,0.0,451.0,71.0,161.0,0.441,0.0,0.0,0.0,71.0,161.0,0.441,0.441,60.0,74.0,0.811,0.0,0.0,133.0,16.0,0.0,0.0,0.0,63.0,202.0
Bob Christian,1971,C,24.0,ATL,54.0,0.0,524.0,55.0,127.0,0.433,0.0,0.0,0.0,55.0,127.0,0.433,0.433,40.0,64.0,0.625,0.0,0.0,177.0,30.0,0.0,0.0,0.0,118.0,150.0
Archie Clark,1971,PG,29.0,PHI,82.0,0.0,3245.0,662.0,1334.0,0.496,0.0,0.0,0.0,662.0,1334.0,0.496,0.496,422.0,536.0,0.787,0.0,0.0,391.0,440.0,0.0,0.0,0.0,217.0,1746.0
Barry Clemens,1971,SF,27.0,SEA,78.0,0.0,1286.0,247.0,526.0,0.47,0.0,0.0,0.0,247.0,526.0,0.47,0.47,83.0,114.0,0.728,0.0,0.0,243.0,92.0,0.0,0.0,0.0,169.0,577.0
Jimmy Collins,1971,SG,24.0,CHI,55.0,0.0,478.0,92.0,214.0,0.43,0.0,0.0,0.0,92.0,214.0,0.43,0.43,35.0,45.0,0.778,0.0,0.0,54.0,60.0,0.0,0.0,0.0,43.0,219.0
Joe Cooke,1971,SG,22.0,CLE,73.0,0.0,725.0,134.0,341.0,0.393,0.0,0.0,0.0,134.0,341.0,0.393,0.393,48.0,59.0,0.814,0.0,0.0,114.0,93.0,0.0,0.0,0.0,135.0,316.0
Mel Counts,1971,C,29.0,PHO,80.0,0.0,1669.0,365.0,799.0,0.457,0.0,0.0,0.0,365.0,799.0,0.457,0.457,149.0,198.0,0.753,0.0,0.0,503.0,136.0,0.0,0.0,0.0,279.0,879.0
Dave Cowens*,1971,C,22.0,BOS,81.0,0.0,3076.0,550.0,1302.0,0.422,0.0,0.0,0.0,550.0,1302.0,0.422,0.422,273.0,373.0,0.732,0.0,0.0,1216.0,228.0,0.0,0.0,0.0,350.0,1373.0
Freddie Crawford,1971,SG,29.0,TOT,51.0,0.0,652.0,110.0,281.0,0.391,0.0,0.0,0.0,110.0,281.0,0.391,0.391,48.0,98.0,0.49,0.0,0.0,104.0,78.0,0.0,0.0,0.0,77.0,268.0
Freddie Crawford,1971,SG,29.0,BUF,15.0,0.0,203.0,36.0,106.0,0.34,0.0,0.0,0.0,36.0,106.0,0.34,0.34,16.0,26.0,0.615,0.0,0.0,35.0,24.0,0.0,0.0,0.0,18.0,88.0
Freddie Crawford,1971,SG,29.0,PHI,36.0,0.0,449.0,74.0,175.0,0.423,0.0,0.0,0.0,74.0,175.0,0.423,0.423,32.0,72.0,0.444,0.0,0.0,69.0,54.0,0.0,0.0,0.0,59.0,180.0
Pete Cross,1971,C,22.0,SEA,79.0,0.0,2194.0,245.0,554.0,0.442,0.0,0.0,0.0,245.0,554.0,0.442,0.442,140.0,203.0,0.69,0.0,0.0,949.0,113.0,0.0,0.0,0.0,212.0,630.0
Billy Cunningham*,1971,SF,27.0,PHI,81.0,0.0,3090.0,702.0,1519.0,0.462,0.0,0.0,0.0,702.0,1519.0,0.462,0.462,455.0,620.0,0.734,0.0,0.0,946.0,395.0,0.0,0.0,0.0,328.0,1859.0
Dick Cunningham,1971,C,24.0,MIL,76.0,0.0,675.0,81.0,195.0,0.415,0.0,0.0,0.0,81.0,195.0,0.415,0.415,39.0,59.0,0.661,0.0,0.0,257.0,43.0,0.0,0.0,0.0,90.0,201.0
Bob Dandridge,1971,SF,23.0,MIL,79.0,0.0,2862.0,594.0,1167.0,0.509,0.0,0.0,0.0,594.0,1167.0,0.509,0.509,264.0,376.0,0.702,0.0,0.0,632.0,277.0,0.0,0.0,0.0,287.0,1452.0
Jim Davis,1971,C,29.0,ATL,82.0,0.0,1864.0,241.0,503.0,0.479,0.0,0.0,0.0,241.0,503.0,0.479,0.479,195.0,288.0,0.677,0.0,0.0,546.0,108.0,0.0,0.0,0.0,253.0,677.0
Mike Davis,1971,SG,24.0,BUF,73.0,0.0,1617.0,317.0,774.0,0.41,0.0,0.0,0.0,317.0,774.0,0.41,0.41,199.0,262.0,0.76,0.0,0.0,187.0,153.0,0.0,0.0,0.0,220.0,833.0
Dave DeBusschere*,1971,PF,30.0,NYK,81.0,0.0,2891.0,523.0,1243.0,0.421,0.0,0.0,0.0,523.0,1243.0,0.421,0.421,217.0,312.0,0.696,0.0,0.0,901.0,220.0,0.0,0.0,0.0,237.0,1263.0
Connie Dierking,1971,C,34.0,TOT,54.0,0.0,737.0,125.0,322.0,0.388,0.0,0.0,0.0,125.0,322.0,0.388,0.388,61.0,89.0,0.685,0.0,0.0,234.0,60.0,0.0,0.0,0.0,114.0,311.0
Connie Dierking,1971,C,34.0,CIN,1.0,0.0,23.0,3.0,16.0,0.188,0.0,0.0,0.0,3.0,16.0,0.188,0.188,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,5.0,6.0
Connie Dierking,1971,C,34.0,PHI,53.0,0.0,714.0,122.0,306.0,0.399,0.0,0.0,0.0,122.0,306.0,0.399,0.399,61.0,89.0,0.685,0.0,0.0,227.0,59.0,0.0,0.0,0.0,109.0,305.0
Bill Dinwiddie,1971,PF,27.0,BOS,61.0,0.0,717.0,123.0,328.0,0.375,0.0,0.0,0.0,123.0,328.0,0.375,0.375,54.0,74.0,0.73,0.0,0.0,209.0,34.0,0.0,0.0,0.0,90.0,300.0
