Player,Year,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zaid Abdul-Aziz,1972,C,25.0,SEA,58.0,0.0,1780.0,322.0,751.0,0.429,0.0,0.0,0.0,322.0,751.0,0.429,0.429,154.0,214.0,0.72,0.0,0.0,654.0,124.0,0.0,0.0,0.0,178.0,798.0
Kareem Abdul-Jabbar*,1972,C,24.0,MIL,81.0,0.0,3583.0,1159.0,2019.0,0.574,0.0,0.0,0.0,1159.0,2019.0,0.574,0.574,504.0,732.0,0.689,0.0,0.0,1346.0,370.0,0.0,0.0,0.0,235.0,2822.0
Don Adams,1972,SF,24.0,TOT,73.0,0.0,2071.0,313.0,798.0,0.392,0.0,0.0,0.0,313.0,798.0,0.392,0.392,205.0,275.0,0.745,0.0,0.0,502.0,140.0,0.0,0.0,0.0,266.0,831.0
Don Adams,1972,SF,24.0,HOU,3.0,0.0,41.0,6.0,19.0,0.316,0.0,0.0,0.0,6.0,19.0,0.316,0.316,1.0,2.0,0.5,0.0,0.0,8.0,3.0,0.0,0.0,0.0,7.0,13.0
Don Adams,1972,SF,24.0,ATL,70.0,0.0,2030.0,307.0,779.0,0.394,0.0,0.0,0.0,307.0,779.0,0.394,0.394,204.0,273.0,0.747,0.0,0.0,494.0,137.0,0.0,0.0,0.0,259.0,818.0
Rick Adelman,1972,PG,25.0,POR,80.0,0.0,2445.0,329.0,753.0,0.437,0.0,0.0,0.0,329.0,753.0,0.437,0.437,151.0,201.0,0.751,0.0,0.0,229.0,413.0,0.0,0.0,0.0,209.0,809.0
Lucius Allen,1972,PG,24.0,MIL,80.0,0.0,2316.0,441.0,874.0,0.505,0.0,0.0,0.0,441.0,874.0,0.505,0.505,198.0,259.0,0.764,0.0,0.0,254.0,333.0,0.0,0.0,0.0,214.0,1080.0
Odis Allison,1972,SF,22.0,GSW,36.0,0.0,166.0,17.0,78.0,0.218,0.0,0.0,0.0,17.0,78.0,0.218,0.218,33.0,61.0,0.541,0.0,0.0,45.0,10.0,0.0,0.0,0.0,34.0,67.0
Tiny Archibald*,1972,PG,23.0,CIN,76.0,0.0,3272.0,734.0,1511.0,0.486,0.0,0.0,0.0,734.0,1511.0,0.486,0.486,677.0,824.0,0.822,0.0,0.0,222.0,701.0,0.0,0.0,0.0,198.0,2145.0
Dennis Awtrey,1972,C,23.0,PHI,58.0,0.0,794.0,98.0,222.0,0.441,0.0,0.0,0.0,98.0,222.0,0.441,0.441,49.0,76.0,0.645,0.0,0.0,248.0,51.0,0.0,0.0,0.0,141.0,245.0
Dick Barnett,1972,SG,35.0,NYK,79.0,0.0,2256.0,401.0,918.0,0.437,0.0,0.0,0.0,401.0,918.0,0.437,0.437,162.0,215.0,0.753,0.0,0.0,153.0,198.0,0.0,0.0,0.0,229.0,964.0
Jim Barnett,1972,PG,27.0,GSW,80.0,0.0,2200.0,374.0,915.0,0.409,0.0,0.0,0.0,374.0,915.0,0.409,0.409,244.0,292.0,0.836,0.0,0.0,250.0,309.0,0.0,0.0,0.0,189.0,992.0
Vic Bartolome,1972,C,23.0,GSW,38.0,0.0,165.0,15.0,59.0,0.254,0.0,0.0,0.0,15.0,59.0,0.254,0.254,4.0,5.0,0.8,0.0,0.0,60.0,3.0,0.0,0.0,0.0,22.0,34.0
Elgin Baylor*,1972,SF,37.0,LAL,9.0,0.0,239.0,42.0,97.0,0.433,0.0,0.0,0.0,42.0,97.0,0.433,0.433,22.0,27.0,0.815,0.0,0.0,57.0,18.0,0.0,0.0,0.0,20.0,106.0
Butch Beard,1972,PG,24.0,CLE,68.0,0.0,2434.0,394.0,849.0,0.464,0.0,0.0,0.0,394.0,849.0,0.464,0.464,260.0,342.0,0.76,0.0,0.0,276.0,456.0,0.0,0.0,0.0,213.0,1048.0
Walt Bellamy*,1972,C,32.0,ATL,82.0,0.0,3187.0,593.0,1089.0,0.545,0.0,0.0,0.0,593.0,1089.0,0.545,0.545,340.0,581.0,0.585,0.0,0.0,1049.0,262.0,0.0,0.0,0.0,255.0,1526.0
Dave Bing*,1972,PG,28.0,DET,45.0,0.0,1936.0,369.0,891.0,0.414,0.0,0.0,0.0,369.0,891.0,0.414,0.414,278.0,354.0,0.785,0.0,0.0,186.0,317.0,0.0,0.0,0.0,138.0,1016.0
John Block,1972,PF,27.0,MIL,79.0,0.0,1524.0,233.0,530.0,0.44,0.0,0.0,0.0,233.0,530.0,0.44,0.44,206.0,275.0,0.749,0.0,0.0,410.0,95.0,0.0,0.0,0.0,213.0,672.0
Tom Boerwinkle,1972,C,26.0,CHI,80.0,0.0,2022.0,219.0,500.0,0.438,0.0,0.0,0.0,219.0,500.0,0.438,0.438,118.0,180.0,0.656,0.0,0.0,897.0,281.0,0.0,0.0,0.0,253.0,556.0
Bill Bradley*,1972,SF,28.0,NYK,78.0,0.0,2780.0,504.0,1085.0,0.465,0.0,0.0,0.0,504.0,1085.0,0.465,0.465,169.0,199.0,0.849,0.0,0.0,250.0,315.0,0.0,0.0,0.0,254.0,1177.0
Bill Bridges,1972,PF,32.0,TOT,78.0,0.0,2756.0,379.0,779.0,0.487,0.0,0.0,0.0,379.0,779.0,0.487,0.487,222.0,316.0,0.703,0.0,0.0,1051.0,198.0,0.0,0.0,0.0,269.0,980.0
Bill Bridges,1972,PF,32.0,ATL,14.0,0.0,546.0,51.0,134.0,0.381,0.0,0.0,0.0,51.0,134.0,0.381,0.381,31.0,44.0,0.705,0.0,0.0,190.0,40.0,0.0,0.0,0.0,50.0,133.0
Bill Bridges,1972,PF,32.0,PHI,64.0,0.0,2210.0,328.0,645.0,0.509,0.0,0.0,0.0,328.0,645.0,0.509,0.509,191.0,272.0,0.702,0.0,0.0,861.0,158.0,0.0,0.0,0.0,219.0,847.0
Fred Brown,1972,SG,23.0,SEA,33.0,0.0,359.0,59.0,180.0,0.328,0.0,0.0,0.0,59.0,180.0,0.328,0.328,22.0,29.0,0.759,0.0,0.0,37.0,60.0,0.0,0.0,0.0,44.0,140.0
Em Bryant,1972,PG,33.0,BUF,54.0,0.0,1223.0,101.0,220.0,0.459,0.0,0.0,0.0,101.0,220.0,0.459,0.459,75.0,125.0,0.6,0.0,0.0,127.0,206.0,0.0,0.0,0.0,167.0,277.0
Austin Carr,1972,SG,23.0,CLE,43.0,0.0,1539.0,381.0,894.0,0.426,0.0,0.0,0.0,381.0,894.0,0.426,0.426,149.0,196.0,0.76,0.0,0.0,150.0,148.0,0.0,0.0,0.0,99.0,911.0
Fred Carter,1972,SG,26.0,TOT,79.0,0.0,2215.0,446.0,1018.0,0.438,0.0,0.0,0.0,446.0,1018.0,0.438,0.438,182.0,293.0,0.621,0.0,0.0,326.0,211.0,0.0,0.0,0.0,242.0,1074.0
Fred Carter,1972,SG,26.0,BAL,2.0,0.0,68.0,6.0,27.0,0.222,0.0,0.0,0.0,6.0,27.0,0.222,0.222,3.0,9.0,0.333,0.0,0.0,19.0,12.0,0.0,0.0,0.0,7.0,15.0
