Player,Year,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zaid Abdul-Aziz,1974,C,27.0,HOU,79.0,0.0,31.1,4.3,9.3,0.459,0.0,0.0,0.0,4.3,9.3,0.459,0.459,2.4,3.0,0.804,3.3,8.4,11.7,2.1,1.0,1.3,0.0,2.9,10.9
Kareem Abdul-Jabbar*,1974,C,26.0,MIL,81.0,0.0,43.8,11.7,21.7,0.539,0.0,0.0,0.0,11.7,21.7,0.539,0.539,3.6,5.2,0.702,3.5,11.0,14.5,4.8,1.4,3.5,0.0,2.9,27.0
Don Adams,1974,SF,26.0,DET,74.0,0.0,31.1,4.1,10.0,0.408,0.0,0.0,0.0,4.1,10.0,0.408,0.408,2.1,2.7,0.761,1.8,4.3,6.1,1.9,1.5,0.2,0.0,3.3,10.3
Rick Adelman,1974,PG,27.0,CHI,55.0,0.0,11.2,1.2,3.1,0.376,0.0,0.0,0.0,1.2,3.1,0.376,0.376,1.0,1.4,0.711,0.3,1.0,1.3,1.0,0.7,0.0,0.0,1.1,3.3
Lucius Allen,1974,PG,26.0,MIL,72.0,0.0,33.2,7.3,14.8,0.495,0.0,0.0,0.0,7.3,14.8,0.495,0.495,3.0,3.8,0.788,1.2,2.8,4.0,5.2,1.9,0.3,0.0,3.0,17.6
Tiny Archibald*,1974,PG,25.0,KCO,35.0,0.0,36.3,6.3,14.1,0.451,0.0,0.0,0.0,6.3,14.1,0.451,0.451,4.9,6.0,0.82,0.6,1.8,2.4,7.6,1.6,0.2,0.0,2.2,17.6
Dennis Awtrey,1974,C,25.0,CHI,68.0,0.0,11.1,1.0,1.8,0.528,0.0,0.0,0.0,1.0,1.8,0.528,0.528,0.8,1.4,0.574,0.7,1.8,2.6,1.3,0.3,0.2,0.0,1.9,2.7
Mike Bantom,1974,PF,22.0,PHO,76.0,0.0,26.1,4.1,10.4,0.399,0.0,0.0,0.0,4.1,10.4,0.399,0.399,1.9,2.8,0.662,2.3,4.6,6.8,2.1,0.7,0.6,0.0,3.8,10.1
Dick Barnett,1974,SG,37.0,NYK,5.0,0.0,11.6,2.0,5.2,0.385,0.0,0.0,0.0,2.0,5.2,0.385,0.385,0.4,0.6,0.667,0.2,0.6,0.8,1.2,0.2,0.0,0.0,0.4,4.4
Jim Barnett,1974,SG,29.0,GSW,77.0,0.0,21.9,4.5,9.8,0.464,0.0,0.0,0.0,4.5,9.8,0.464,0.464,2.4,2.9,0.814,1.0,1.9,2.9,2.7,0.7,0.1,0.0,1.9,11.5
Rick Barry*,1974,SF,29.0,GSW,80.0,0.0,36.5,10.0,21.8,0.456,0.0,0.0,0.0,10.0,21.8,0.456,0.456,5.2,5.8,0.899,1.3,5.5,6.8,6.1,2.1,0.5,0.0,3.3,25.1
Butch Beard,1974,PG,26.0,GSW,79.0,0.0,27.0,4.0,7.8,0.512,0.0,0.0,0.0,4.0,7.8,0.512,0.512,2.2,3.0,0.739,1.7,3.2,4.9,3.8,1.3,0.1,0.0,3.1,10.2
Ron Behagen,1974,PF,23.0,KCO,80.0,0.0,25.7,4.5,10.3,0.432,0.0,0.0,0.0,4.5,10.3,0.432,0.432,2.0,2.7,0.764,2.4,4.7,7.1,1.7,0.7,0.5,0.0,3.6,11.0
Dennis Bell,1974,SF,22.0,NYK,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walt Bellamy*,1974,C,34.0,ATL,77.0,0.0,31.7,5.1,10.4,0.486,0.0,0.0,0.0,5.1,10.4,0.486,0.486,3.0,5.0,0.608,3.4,6.2,9.6,2.5,0.7,0.6,0.0,3.0,13.1
Henry Bibby,1974,PG,24.0,NYK,66.0,0.0,14.9,3.2,7.0,0.452,0.0,0.0,0.0,3.2,7.0,0.452,0.452,1.1,1.3,0.83,0.7,1.3,2.0,1.4,1.0,0.0,0.0,1.9,7.5
Dave Bing*,1974,PG,30.0,DET,81.0,0.0,38.6,7.2,16.5,0.436,0.0,0.0,0.0,7.2,16.5,0.436,0.436,4.4,5.4,0.813,1.3,2.1,3.5,6.9,1.3,0.2,0.0,2.7,18.8
John Block,1974,PF,29.0,KCO,82.0,0.0,21.7,3.4,7.7,0.434,0.0,0.0,0.0,3.4,7.7,0.434,0.434,2.0,2.5,0.796,1.6,3.2,4.7,1.1,0.8,0.4,0.0,2.8,8.7
Tom Boerwinkle,1974,C,28.0,CHI,46.0,0.0,13.1,1.3,2.6,0.487,0.0,0.0,0.0,1.3,2.6,0.487,0.487,0.9,1.3,0.7,1.2,3.5,4.6,2.0,0.3,0.4,0.0,1.7,3.4
Freddie Boyd,1974,PG,23.0,PHI,75.0,0.0,24.2,3.8,9.5,0.402,0.0,0.0,0.0,3.8,9.5,0.402,0.402,1.9,2.6,0.723,0.2,1.0,1.2,3.3,0.8,0.1,0.0,2.3,9.5
Steve Bracey,1974,PG,23.0,ATL,75.0,0.0,19.5,3.2,6.9,0.463,0.0,0.0,0.0,3.2,6.9,0.463,0.463,0.9,1.3,0.719,0.3,1.6,1.9,3.1,0.8,0.1,0.0,2.1,7.3
Bill Bradley*,1974,SF,30.0,NYK,82.0,0.0,34.3,6.1,13.6,0.451,0.0,0.0,0.0,6.1,13.6,0.451,0.451,1.8,2.0,0.874,0.7,2.4,3.1,3.0,0.5,0.3,0.0,3.4,14.0
